,fruit,stage,nir_850,nir_940,R,G,B,temp_c,humidity_pct,voc_ppm
2777,mango,fresh,0.5714,0.4093,208,140,62,14.66,86.41,2.8094
2778,mango,fresh,0.5681,0.3975,209,135,61,14.9,85.19,2.2243
2779,mango,fresh,0.5662,0.394,208,145,67,13.8,87.28,2.2532
2780,mango,fresh,0.5671,0.3988,210,137,58,14.93,89.08,2.9296
2781,mango,fresh,0.5876,0.4033,208,136,62,14.46,89.35,2.4629
2782,mango,fresh,0.5699,0.3906,204,134,61,15.48,89.92,2.4486
2783,mango,fresh,0.572,0.3985,205,144,60,15.21,88.66,2.3657
2784,mango,fresh,0.5738,0.3948,213,140,62,13.78,87.89,2.7813
2785,mango,fresh,0.5628,0.402,211,142,62,15.24,88.03,2.5768
2786,mango,fresh,0.5555,0.3967,212,142,62,15.15,88.63,2.6497
2787,mango,fresh,0.5725,0.393,210,138,59,14.62,88.17,2.662
2788,mango,fresh,0.5791,0.4054,208,133,60,15.48,89.27,2.4347
2789,mango,fresh,0.5731,0.4075,212,138,59,13.89,85.25,2.3966
2790,mango,fresh,0.5693,0.3983,213,141,61,14.7,86.07,2.2433
2791,mango,fresh,0.5653,0.4054,209,135,63,14.78,86.08,2.6473
2792,mango,fresh,0.566,0.4024,210,138,60,14.95,88.63,2.2729
2793,mango,fresh,0.5676,0.3951,206,147,60,14.01,84.37,2.5461
2794,mango,fresh,0.5712,0.3892,210,139,59,14.32,86.05,2.6471
2795,mango,fresh,0.5648,0.3929,212,137,66,14.9,87.88,2.3907
2796,mango,fresh,0.5677,0.3925,209,137,60,15.22,86.32,2.5115
2797,mango,fresh,0.5752,0.4096,208,137,57,15.13,87.24,2.496
2798,mango,fresh,0.5682,0.4057,218,137,59,13.5,87.07,2.0243
2799,mango,fresh,0.5649,0.3939,206,138,53,14.6,86.19,2.389
2800,mango,spoiled,0.6069,0.4351,164,76,40,14.31,85.93,9.9127
2801,mango,spoiled,0.6092,0.4283,164,74,39,15.39,82.64,11.0681
2802,mango,spoiled,0.6109,0.4342,158,83,35,15.37,80.86,10.4653
2803,mango,spoiled,0.6109,0.4326,157,76,41,13.12,81.69,10.4584
2804,mango,spoiled,0.6075,0.4286,155,72,41,12.24,84.56,10.8142
2805,mango,spoiled,0.614,0.4364,159,76,43,13.81,81.6,8.4197
2806,mango,spoiled,0.605,0.435,158,72,41,16.96,82.44,12.1665
2807,mango,spoiled,0.6123,0.431,159,80,42,12.81,82.22,11.2373
2808,mango,spoiled,0.6155,0.4407,162,80,35,14.86,80.91,10.0565
2809,mango,spoiled,0.6009,0.4396,154,76,35,16.1,85.68,9.0739
2810,mango,spoiled,0.6131,0.4315,158,78,30,12.03,78.42,9.7111
2811,mango,spoiled,0.5994,0.4248,161,80,36,16.05,83.58,9.1854
2812,mango,spoiled,0.6142,0.4298,166,80,39,14.37,81.06,9.4878
2813,mango,spoiled,0.6189,0.4333,152,78,35,16.36,83.03,10.6199
2814,mango,spoiled,0.6116,0.4311,158,81,44,16.62,80.81,11.3868
2815,mango,spoiled,0.6156,0.4382,161,82,34,17.33,80.05,9.7967
2816,mango,spoiled,0.6159,0.4244,165,87,44,13.07,78.7,9.9638
2817,mango,spoiled,0.6127,0.433,156,76,36,17.07,81.17,8.7472
2818,mango,spoiled,0.6068,0.4254,158,82,32,15.35,79.84,8.1745
2819,mango,spoiled,0.6065,0.4338,157,80,42,15.29,81.34,10.201
2820,mango,spoiled,0.6127,0.4358,156,79,34,12.57,80.62,8.4614
2821,mango,spoiled,0.6112,0.4243,162,83,39,16.8,81.12,11.8096
2822,mango,spoiled,0.61,0.4344,152,71,38,12.58,80.54,9.3723
2823,mango,spoiled,0.6121,0.4397,159,80,39,15.39,80.98,10.4207
2824,mango,spoiled,0.613,0.4325,158,76,44,13.36,80.57,11.1919
2825,mango,spoiled,0.6095,0.4304,158,79,33,15.34,84.12,9.3615
2826,mango,spoiled,0.6269,0.436,156,78,40,13.3,78.12,9.5054
2827,mango,spoiled,0.6113,0.4273,164,74,30,13.96,81.44,10.8488
2828,mango,spoiled,0.6094,0.4241,160,71,35,16.64,83.79,9.3318
2829,mango,spoiled,0.6195,0.4355,156,85,44,16.77,84.09,10.2533
2830,mango,spoiled,0.5988,0.4317,155,85,35,12.38,81.07,11.1032
2831,mango,spoiled,0.605,0.4295,166,76,41,13.36,84.19,10.1839
2832,mango,spoiled,0.6136,0.422,164,75,38,16.58,82.4,10.855
2833,mango,spoiled,0.6084,0.4348,160,84,46,14.64,83.56,9.1753
2834,mango,spoiled,0.6137,0.4301,154,81,42,14.09,82.66,9.55
2835,mango,spoiled,0.6081,0.4351,154,79,38,15.42,83.25,11.4568
2836,mango,spoiled,0.6045,0.4335,161,82,39,16.02,82.76,10.3485
2837,mango,spoiled,0.6151,0.4324,158,80,42,13.05,81.55,8.6761
2838,mango,spoiled,0.6172,0.4369,163,74,45,14.89,81.84,10.271
2839,mango,spoiled,0.6112,0.4255,164,76,42,12.92,84.01,9.2416
2840,mango,spoiled,0.6135,0.4242,161,78,41,16.76,80.44,9.4583
2841,mango,spoiled,0.6123,0.4406,154,83,35,13.64,81.46,10.5378
2842,mango,spoiled,0.6085,0.4287,155,75,42,14.26,81.97,9.0444
2843,mango,spoiled,0.6095,0.4413,159,81,43,17.09,84.19,9.597
2844,mango,spoiled,0.6093,0.4248,165,76,42,13.57,81.59,8.4462
2845,mango,spoiled,0.6085,0.4343,159,79,36,12.54,83.5,9.7814
2846,mango,spoiled,0.6048,0.4371,160,76,35,12.95,81.41,9.2069
2847,mango,spoiled,0.6006,0.4339,165,77,36,14.91,80.22,9.9904
2848,mango,spoiled,0.6088,0.4315,153,73,35,14.21,82.2,10.3565
2849,mango,spoiled,0.6146,0.4353,167,84,40,16.06,81.12,10.2767
2850,mango,spoiled,0.6077,0.4269,162,83,35,17.04,81.95,9.706
2851,mango,spoiled,0.6182,0.4269,159,79,38,13.22,82.21,11.2486
2852,mango,spoiled,0.6089,0.4374,158,85,40,17.12,81.1,8.5973
2853,mango,spoiled,0.6109,0.431,156,79,34,15.19,79.66,11.441
2854,mango,spoiled,0.6099,0.4283,164,71,38,17.18,80.39,9.6062
2855,mango,spoiled,0.6071,0.431,156,79,41,17.26,80.42,8.8656
2856,mango,spoiled,0.6099,0.4405,156,83,41,13.93,81.27,9.0025
2857,mango,spoiled,0.6187,0.4331,164,93,37,17.41,81.13,10.3818
2858,mango,spoiled,0.6087,0.4267,159,75,42,13.42,81.4,9.8929
2859,mango,spoiled,0.6013,0.4365,161,84,49,17.11,81.8,11.0243
2860,mango,spoiled,0.6139,0.4364,155,77,43,15.37,83.0,10.7053
2861,mango,spoiled,0.6121,0.428,160,82,43,12.43,83.6,10.4966
2862,mango,spoiled,0.6075,0.4387,156,81,41,15.27,83.81,9.1551
2863,mango,spoiled,0.6059,0.4347,165,79,47,14.37,82.68,11.1051
2864,mango,spoiled,0.6159,0.4432,157,79,42,15.83,80.56,11.0665
2865,mango,spoiled,0.6114,0.4357,159,84,37,12.44,81.31,9.0156
2866,mango,spoiled,0.6101,0.4331,164,82,41,12.23,82.66,10.3169
2867,mango,spoiled,0.6063,0.4421,157,75,45,12.33,81.58,10.112
2868,mango,spoiled,0.6078,0.4291,162,79,43,12.51,81.61,9.7339
2869,mango,spoiled,0.6102,0.43,157,80,46,12.83,82.36,11.2452
2870,mango,spoiled,0.6143,0.4356,161,82,40,16.09,82.92,10.806
2871,mango,spoiled,0.6172,0.4448,156,79,35,15.31,83.24,10.2407
2872,mango,spoiled,0.6006,0.4206,153,88,37,14.87,84.72,11.2847
2873,mango,spoiled,0.6167,0.432,162,87,40,14.15,79.27,11.586
2874,mango,spoiled,0.6088,0.4285,160,76,40,13.96,84.38,9.9414
2875,mango,spoiled,0.6043,0.4204,165,78,45,16.91,83.18,10.3814
2876,mango,spoiled,0.6017,0.4294,153,82,47,12.77,81.72,8.9752
2877,mango,spoiled,0.6118,0.4242,160,72,38,12.46,84.49,9.7732
2878,mango,spoiled,0.6091,0.4221,161,78,35,15.52,81.61,11.2992
2879,mango,spoiled,0.6109,0.4193,161,76,33,13.33,81.14,10.4625
2880,mango,spoiled,0.608,0.433,159,80,43,16.63,81.56,10.0705
2881,mango,spoiled,0.6002,0.4279,156,83,44,15.44,85.67,7.7754
2882,mango,spoiled,0.6147,0.4361,166,85,43,12.37,83.43,10.9599
2883,mango,spoiled,0.6052,0.4258,158,78,37,12.4,81.38,9.8395
2884,mango,spoiled,0.6073,0.4305,159,86,40,11.67,80.05,11.7179
2885,mango,spoiled,0.6072,0.4228,161,85,42,14.57,81.5,9.508
2886,mango,spoiled,0.6112,0.439,159,78,45,16.03,83.22,8.5623
2887,mango,spoiled,0.6107,0.4243,157,80,51,15.78,86.24,9.3465
2888,mango,spoiled,0.619,0.4281,162,74,39,15.66,85.16,9.6718
2889,mango,spoiled,0.617,0.4411,164,79,49,13.54,85.05,8.6529
2890,mango,spoiled,0.6023,0.4322,160,80,36,16.38,81.8,11.2924
2891,mango,spoiled,0.6115,0.4409,152,85,46,12.89,84.31,9.6906
2892,mango,spoiled,0.6115,0.4281,163,81,39,11.87,81.66,10.4808
2893,mango,spoiled,0.6163,0.4305,160,84,38,15.43,81.33,10.4147
2894,mango,spoiled,0.5949,0.4242,164,82,37,15.22,82.13,11.3582
2895,mango,spoiled,0.6147,0.4396,157,81,41,14.29,81.45,10.7725
2896,mango,spoiled,0.618,0.4351,156,76,37,16.38,82.06,10.1813
2897,mango,spoiled,0.6089,0.4262,162,80,42,15.16,84.71,11.763
2898,mango,spoiled,0.6078,0.4311,157,85,35,11.72,82.55,10.8872
2899,mango,spoiled,0.6107,0.4347,162,84,34,15.73,80.72,9.0382
2900,mango,spoiled,0.6106,0.4242,155,79,37,12.02,81.33,10.3279
2901,mango,spoiled,0.6091,0.4308,155,71,40,13.87,83.49,10.2004
2902,mango,spoiled,0.61,0.4342,163,75,39,13.99,81.65,8.5106
2903,mango,spoiled,0.6093,0.438,160,79,37,14.38,81.28,9.0619
2904,mango,spoiled,0.6098,0.4326,167,86,40,11.47,83.18,11.3729
2905,mango,spoiled,0.6167,0.4337,158,84,39,12.51,83.81,8.9058
2906,mango,spoiled,0.6031,0.4259,155,86,39,12.65,83.56,12.1268
2907,mango,spoiled,0.6166,0.435,164,78,38,15.84,84.31,9.3572
2908,mango,spoiled,0.6103,0.4271,170,75,31,15.73,85.32,9.4998
2909,mango,spoiled,0.6163,0.432,161,77,48,13.02,86.61,9.5042
2910,mango,spoiled,0.6121,0.431,167,81,36,13.08,85.96,10.6017
2911,mango,spoiled,0.6076,0.4313,162,76,37,12.81,85.02,11.4995
2912,mango,spoiled,0.6093,0.4348,158,83,40,16.26,81.22,8.9781
2913,mango,spoiled,0.6147,0.4276,160,81,42,13.01,80.88,9.3073
2914,mango,spoiled,0.6064,0.4305,155,81,33,14.36,83.24,9.6234
2915,mango,spoiled,0.6076,0.4283,161,77,41,15.78,86.05,10.4295
2916,mango,spoiled,0.6094,0.4379,151,78,35,12.01,81.84,11.4635
2917,mango,spoiled,0.6226,0.4307,164,76,46,12.0,81.24,10.052
2918,mango,spoiled,0.614,0.427,163,79,35,13.95,82.08,8.8588
2919,mango,spoiled,0.6074,0.4433,163,76,35,15.29,81.03,10.8217
2920,mango,spoiled,0.6097,0.4307,155,78,40,12.25,82.24,11.0604
2921,mango,spoiled,0.6168,0.4251,168,78,39,15.37,82.08,9.5409
2922,mango,spoiled,0.6114,0.4289,157,80,39,13.3,84.96,10.5125
2923,mango,spoiled,0.6041,0.4387,164,83,44,12.93,82.13,9.9941
2924,mango,spoiled,0.6114,0.4302,163,77,43,14.06,82.35,7.931
2925,mango,spoiled,0.6119,0.4154,165,79,39,12.78,81.09,10.6025
2926,mango,spoiled,0.614,0.4338,148,82,49,13.8,80.01,9.0764
2927,mango,spoiled,0.6058,0.43,155,80,33,14.28,83.98,9.9207
2928,mango,spoiled,0.6086,0.429,163,75,38,13.53,79.61,10.8364
2929,mango,spoiled,0.6228,0.424,160,82,42,12.32,81.91,9.1484
2930,mango,spoiled,0.6013,0.429,159,84,38,12.92,80.67,10.1171
2931,mango,spoiled,0.6075,0.4184,166,80,42,13.23,81.67,10.6541
2932,mango,spoiled,0.6036,0.4225,157,76,39,15.37,81.36,11.6729
2933,mango,spoiled,0.6065,0.422,157,82,47,12.89,81.04,9.4195
2934,mango,spoiled,0.6206,0.4262,159,79,41,15.3,79.75,11.6203
2935,mango,spoiled,0.6124,0.4352,155,86,42,12.09,81.04,9.741
2936,mango,spoiled,0.6019,0.4479,159,79,40,12.24,82.91,9.4983
2937,mango,spoiled,0.6118,0.4234,164,72,36,14.11,83.25,10.919
2938,mango,spoiled,0.5989,0.4247,157,77,42,12.11,84.75,10.845
2939,mango,spoiled,0.6147,0.4271,160,73,41,16.35,79.78,10.8528
2940,mango,spoiled,0.6007,0.4237,157,78,41,13.98,82.14,8.5513
2941,mango,spoiled,0.609,0.428,153,77,36,13.82,85.17,7.881
2942,mango,spoiled,0.6171,0.4271,164,75,39,12.23,82.53,9.0
2943,mango,spoiled,0.6085,0.4256,153,79,40,15.76,83.27,9.8261
2944,mango,spoiled,0.6135,0.4319,165,82,39,12.02,82.32,11.5807
2945,mango,spoiled,0.6124,0.4258,149,82,41,16.39,84.29,11.922
2946,mango,spoiled,0.6175,0.4328,159,78,35,13.0,82.37,12.2728
2947,mango,spoiled,0.6076,0.4226,167,75,44,15.92,82.61,9.5116
2948,mango,spoiled,0.6083,0.4311,162,83,47,17.06,80.44,9.3967
2949,mango,spoiled,0.6036,0.4164,161,81,42,14.24,79.54,9.7595
2950,mango,spoiled,0.6077,0.4278,157,78,41,14.27,83.94,9.3529
2951,mango,spoiled,0.6029,0.4294,168,80,36,12.52,81.47,10.1278
2952,mango,spoiled,0.6051,0.429,159,77,35,14.21,80.61,10.1809
2953,mango,spoiled,0.6045,0.434,154,79,36,15.38,81.35,10.5266
2954,mango,spoiled,0.6185,0.4263,156,80,38,16.55,82.02,10.6912
2955,mango,spoiled,0.616,0.4306,162,82,37,15.43,79.79,10.8724
2956,mango,spoiled,0.6046,0.4237,167,81,33,13.25,83.97,7.8945
2957,mango,spoiled,0.6108,0.4325,163,81,44,13.07,82.1,9.0618
2958,mango,spoiled,0.6099,0.4346,162,89,40,16.31,80.52,9.9345
2959,mango,spoiled,0.6043,0.4318,158,81,48,14.36,84.32,10.3167
2960,mango,spoiled,0.6106,0.4289,155,81,42,15.99,82.66,10.8202
2961,mango,spoiled,0.6097,0.4195,155,79,41,15.04,82.14,9.6164
2962,mango,spoiled,0.6133,0.4323,157,82,43,12.93,79.2,8.8426
2963,mango,spoiled,0.6169,0.4349,154,76,38,14.76,81.24,10.0561
2964,mango,spoiled,0.6056,0.4405,156,79,40,12.2,80.86,9.2791
2965,mango,spoiled,0.6195,0.4373,158,82,44,12.64,79.23,12.4992
2966,mango,spoiled,0.6081,0.421,162,78,38,13.23,80.7,11.2911
2967,mango,spoiled,0.6047,0.4306,155,78,41,16.37,83.61,9.3252
2968,mango,spoiled,0.6064,0.4316,155,80,42,16.72,82.23,10.5547
2969,mango,spoiled,0.6173,0.4308,162,77,37,16.34,82.76,9.6111
2970,mango,spoiled,0.6174,0.4238,160,81,35,13.08,80.5,9.9241
2971,mango,spoiled,0.6122,0.4201,159,82,43,12.94,83.67,9.6365
2972,mango,spoiled,0.6066,0.4323,157,78,38,16.46,79.69,10.5028
2973,mango,spoiled,0.6115,0.4384,159,90,41,14.32,82.28,10.7534
2974,mango,spoiled,0.6083,0.4351,157,72,37,12.8,80.19,10.1788
2975,mango,spoiled,0.608,0.4181,165,91,35,14.24,80.27,10.1779
2976,mango,spoiled,0.6126,0.4262,169,72,44,13.57,81.94,9.2841
2977,mango,spoiled,0.6084,0.4342,160,80,40,16.45,79.17,9.9386
2978,mango,spoiled,0.6128,0.4273,168,78,35,14.42,81.66,10.7476
2979,mango,spoiled,0.6164,0.427,160,79,44,13.54,81.51,9.9966
2980,mango,spoiled,0.603,0.4387,159,79,41,12.77,84.03,8.9062
2981,mango,spoiled,0.6165,0.4182,167,80,40,14.52,81.73,9.579
2982,mango,spoiled,0.6102,0.4182,166,78,33,14.99,82.62,9.7523
2983,mango,spoiled,0.608,0.4276,165,80,37,13.2,80.73,10.3363
2984,mango,spoiled,0.6084,0.4269,162,76,39,15.51,82.61,9.588
2985,mango,spoiled,0.6084,0.4343,150,80,37,15.99,83.88,11.3291
2986,mango,spoiled,0.6009,0.4352,159,78,38,15.61,81.26,10.787
2987,mango,spoiled,0.6094,0.4337,161,74,36,15.05,81.53,8.049
2988,mango,spoiled,0.6128,0.4216,169,82,32,13.51,84.55,9.919
2989,mango,spoiled,0.6174,0.4368,157,79,45,16.16,82.03,11.9265
2990,mango,spoiled,0.6086,0.4364,164,82,34,13.66,80.67,11.1223
2991,mango,spoiled,0.6111,0.4373,164,82,42,14.34,79.87,9.8933
2992,mango,spoiled,0.6177,0.4197,157,76,48,15.63,83.44,8.8594
2993,mango,spoiled,0.6088,0.4344,153,85,41,14.53,81.1,8.4391
2994,mango,spoiled,0.6101,0.4319,156,76,48,16.76,85.66,10.0811
2995,mango,spoiled,0.5981,0.4321,167,81,35,14.94,83.46,10.7138
2996,mango,spoiled,0.6054,0.4255,154,80,42,14.56,80.29,11.1826
2997,mango,spoiled,0.6162,0.4308,158,84,40,14.42,81.2,10.4809
2998,mango,spoiled,0.6063,0.4327,159,75,36,16.55,82.36,12.7445
2999,mango,spoiled,0.5946,0.4251,167,94,41,14.23,83.38,10.5586
3000,cherry,raw,0.504,0.3765,131,26,29,2.92,96.92,0.0491
3001,cherry,raw,0.4968,0.3718,133,25,29,-0.5,93.12,0.0482
3002,cherry,raw,0.495,0.3862,136,23,33,0.07,92.38,0.0426
3003,cherry,raw,0.5052,0.3801,125,23,32,1.12,94.47,0.048
3004,cherry,raw,0.4973,0.3606,123,25,30,-0.46,96.39,0.0476
3005,cherry,raw,0.4991,0.371,129,25,31,-0.02,91.26,0.0448
3006,cherry,raw,0.4971,0.384,130,30,39,2.8,92.41,0.0474
3007,cherry,raw,0.5022,0.3823,134,35,31,0.31,94.49,0.0462
3008,cherry,raw,0.4966,0.3773,126,21,34,0.38,95.23,0.0539
3009,cherry,raw,0.4957,0.3743,135,29,37,0.85,94.97,0.0461
3010,cherry,raw,0.4888,0.3706,128,28,40,0.06,95.35,0.0545
3011,cherry,raw,0.503,0.3686,130,29,33,0.36,91.55,0.05
3012,cherry,raw,0.5014,0.3776,128,28,46,0.1,97.93,0.0493
3013,cherry,raw,0.4919,0.3783,127,30,32,2.64,92.11,0.0382
3014,cherry,raw,0.4873,0.3796,137,22,35,1.3,95.11,0.0405
3015,cherry,raw,0.4978,0.3764,135,25,38,2.94,92.26,0.0484
3016,cherry,raw,0.504,0.3738,129,24,34,0.8,95.19,0.0483
3017,cherry,raw,0.488,0.3722,133,26,34,3.15,96.99,0.0445
3018,cherry,raw,0.4955,0.3672,128,28,35,3.16,96.3,0.0559
3019,cherry,raw,0.5008,0.381,123,21,33,3.14,97.49,0.0485
3020,cherry,raw,0.4858,0.3713,132,29,34,1.34,91.71,0.0532
3021,cherry,raw,0.4984,0.37,125,22,32,1.73,94.82,0.0508
3022,cherry,raw,0.5018,0.3747,123,17,32,1.57,95.11,0.0518
3023,cherry,raw,0.503,0.3836,132,31,34,2.01,93.32,0.0496
3024,cherry,raw,0.4965,0.3725,124,16,33,3.23,96.59,0.0429
3025,cherry,raw,0.4942,0.379,126,30,36,0.11,91.59,0.0419
3026,cherry,raw,0.5022,0.3797,129,23,34,0.95,91.77,0.0497
3027,cherry,raw,0.5027,0.373,128,24,32,2.99,90.04,0.0468
3028,cherry,raw,0.5002,0.3775,133,28,33,2.41,91.29,0.0513
3029,cherry,raw,0.4967,0.3624,120,27,33,2.19,94.23,0.0522
3030,cherry,raw,0.4952,0.3716,133,29,38,2.46,94.84,0.0459
3031,cherry,raw,0.5117,0.3764,128,28,37,3.8,94.87,0.0446
3032,cherry,raw,0.4866,0.3699,133,25,29,1.25,92.6,0.0519
3033,cherry,raw,0.4917,0.3763,134,19,29,0.09,92.74,0.0545
3034,cherry,raw,0.5023,0.3712,129,27,31,0.95,94.86,0.0531
3035,cherry,raw,0.4881,0.3817,132,27,37,1.91,92.82,0.0355
3036,cherry,raw,0.4921,0.3759,132,28,30,0.46,92.74,0.0533
3037,cherry,raw,0.5011,0.3745,122,27,33,1.64,92.71,0.0485
3038,cherry,raw,0.4992,0.3698,133,22,37,2.34,93.42,0.0562
3039,cherry,raw,0.5015,0.375,128,29,32,0.87,93.02,0.0467
3040,cherry,raw,0.4984,0.3616,122,21,25,-0.09,92.25,0.0585
3041,cherry,raw,0.5052,0.3683,132,21,37,1.64,93.72,0.0507
3042,cherry,raw,0.5051,0.3756,127,16,28,0.77,92.34,0.0503
3043,cherry,raw,0.4975,0.3855,125,24,35,0.73,95.17,0.0471
3044,cherry,raw,0.4961,0.3763,126,25,28,-0.09,100.0,0.0444
3045,cherry,raw,0.4885,0.3814,130,22,35,1.86,96.17,0.0536
3046,cherry,raw,0.5045,0.3651,119,33,30,0.12,92.61,0.0494
3047,cherry,raw,0.5029,0.3702,133,26,24,3.62,96.12,0.0498
3048,cherry,raw,0.5085,0.3791,129,26,29,2.41,93.62,0.0428
3049,cherry,raw,0.5136,0.3767,121,25,32,1.29,93.18,0.0514
3050,cherry,raw,0.4903,0.3754,131,25,36,1.47,91.28,0.0484
3051,cherry,raw,0.5024,0.3698,132,33,35,1.63,90.76,0.0461
3052,cherry,raw,0.5016,0.3849,126,23,34,2.92,94.57,0.0447
3053,cherry,raw,0.501,0.3669,132,27,37,1.23,96.37,0.0414
3054,cherry,raw,0.5011,0.377,135,22,34,-0.54,94.74,0.0468
3055,cherry,raw,0.506,0.3816,135,25,37,0.84,93.53,0.0528
3056,cherry,raw,0.5004,0.3689,131,26,34,0.52,94.94,0.0482
3057,cherry,raw,0.4871,0.3816,125,25,25,-0.56,95.56,0.0367
3058,cherry,raw,0.4925,0.3835,123,26,37,1.91,95.48,0.046
3059,cherry,raw,0.4985,0.3732,134,23,31,1.91,94.23,0.0493
3060,cherry,raw,0.5008,0.3722,122,27,30,0.02,94.44,0.041
3061,cherry,raw,0.5076,0.3795,132,28,31,2.09,97.31,0.0521
3062,cherry,raw,0.5119,0.3759,130,24,35,3.44,91.54,0.045
3063,cherry,raw,0.4976,0.3754,130,26,25,2.25,94.14,0.0419
3064,cherry,raw,0.4963,0.3788,132,26,34,-0.47,98.21,0.0445
3065,cherry,raw,0.5098,0.3844,136,26,37,0.39,93.54,0.0498
3066,cherry,raw,0.5035,0.389,126,29,38,1.88,93.55,0.0504
3067,cherry,raw,0.5049,0.3746,130,32,28,1.02,94.22,0.0602
3068,cherry,raw,0.5067,0.3803,130,23,38,0.89,95.79,0.0489
3069,cherry,raw,0.5057,0.3673,129,23,33,-0.38,91.34,0.053
3070,cherry,raw,0.4973,0.3793,136,26,31,1.35,92.64,0.051
3071,cherry,raw,0.4897,0.3772,127,26,35,2.04,93.83,0.0506
3072,cherry,raw,0.4938,0.3776,133,28,37,0.18,93.99,0.0518
3073,cherry,raw,0.4939,0.3742,128,29,30,1.4,95.42,0.0494
3074,cherry,raw,0.499,0.3811,121,22,28,0.5,94.32,0.0517
3075,cherry,raw,0.5054,0.3735,125,23,32,-0.0,94.4,0.0399
3076,cherry,raw,0.4999,0.3749,131,25,38,-1.05,96.52,0.0428
3077,cherry,raw,0.4956,0.3699,136,20,41,-0.31,94.71,0.0593
3078,cherry,raw,0.5023,0.358,140,25,34,2.03,92.26,0.0486
3079,cherry,raw,0.5061,0.3777,131,31,32,2.08,97.74,0.0431
3080,cherry,raw,0.4923,0.3838,133,25,34,-1.04,93.4,0.039
3081,cherry,raw,0.4993,0.363,130,31,39,0.96,97.52,0.0484
3082,cherry,raw,0.4968,0.3673,127,27,27,0.09,94.18,0.0533
3083,cherry,raw,0.5015,0.361,129,19,35,2.07,94.59,0.0521
3084,cherry,raw,0.4987,0.3633,129,24,34,-0.33,93.06,0.0513
3085,cherry,raw,0.5047,0.3799,127,25,31,-0.42,95.36,0.0404
3086,cherry,raw,0.505,0.3862,121,22,36,-0.06,95.86,0.0459
3087,cherry,raw,0.5036,0.3787,128,30,38,1.95,95.21,0.0414
3088,cherry,raw,0.495,0.3712,134,22,31,1.82,96.9,0.0501
3089,cherry,raw,0.501,0.3753,129,21,38,1.23,96.72,0.05
3090,cherry,raw,0.5022,0.3789,131,23,44,0.1,98.66,0.0378
3091,cherry,raw,0.4997,0.3723,134,18,34,1.99,93.49,0.0529
3092,cherry,raw,0.4957,0.363,130,30,35,1.78,97.71,0.0415
3093,cherry,raw,0.5045,0.3668,135,14,32,-0.47,97.73,0.0451
3094,cherry,raw,0.5015,0.369,135,23,25,-1.18,97.42,0.0502
3095,cherry,raw,0.4937,0.3785,134,28,35,-0.84,92.06,0.0566
3096,cherry,raw,0.5026,0.3685,127,25,31,0.43,95.73,0.0473
3097,cherry,raw,0.4952,0.3821,132,25,36,0.59,96.75,0.0451
3098,cherry,raw,0.4919,0.377,124,29,33,-1.43,97.93,0.0397
3099,cherry,raw,0.507,0.373,130,25,33,1.69,98.05,0.041
3100,cherry,raw,0.4965,0.3829,132,22,38,-0.87,95.2,0.0513
3101,cherry,raw,0.493,0.3683,135,26,34,-0.41,94.55,0.0503
3102,cherry,raw,0.5112,0.3739,134,22,34,0.62,93.06,0.0503
3103,cherry,raw,0.507,0.3688,126,23,37,0.09,97.72,0.0506
3104,cherry,raw,0.4927,0.3779,136,23,32,1.76,94.15,0.044
3105,cherry,raw,0.4964,0.362,128,17,30,0.99,96.07,0.0449
3106,cherry,raw,0.4968,0.3758,133,28,33,0.12,96.43,0.05
3107,cherry,raw,0.4935,0.369,130,26,42,-0.43,93.23,0.0461
3108,cherry,raw,0.5112,0.3631,122,28,36,-0.94,95.16,0.0473
3109,cherry,raw,0.4997,0.3704,126,26,31,-1.21,95.54,0.0422
3110,cherry,raw,0.4953,0.3699,125,27,35,1.72,94.81,0.0488
3111,cherry,raw,0.5097,0.3737,131,29,35,0.35,96.83,0.0468
3112,cherry,raw,0.4985,0.3697,129,21,30,1.52,95.59,0.0577
3113,cherry,raw,0.5034,0.3716,131,23,32,1.51,92.28,0.0472
3114,cherry,raw,0.5047,0.371,132,29,38,-0.18,93.64,0.0454
3115,cherry,raw,0.4928,0.3792,123,20,35,1.86,99.0,0.0419
3116,cherry,raw,0.5058,0.3749,131,17,33,1.48,97.3,0.047
3117,cherry,raw,0.4989,0.374,134,21,43,1.58,92.68,0.042
3118,cherry,raw,0.5022,0.3842,134,23,34,0.86,95.59,0.0463
3119,cherry,raw,0.4932,0.3741,130,23,37,-0.14,97.05,0.0468
3120,cherry,raw,0.4925,0.3722,131,31,38,-0.92,96.62,0.0533
3121,cherry,raw,0.4805,0.3731,121,17,33,-0.62,98.19,0.0529
3122,cherry,raw,0.5009,0.3728,122,29,31,0.38,92.89,0.0491
3123,cherry,raw,0.5008,0.3714,125,22,43,0.71,96.05,0.0482
3124,cherry,raw,0.4976,0.3744,133,30,30,2.04,95.46,0.0489
3125,cherry,raw,0.5091,0.3754,125,23,35,-0.86,95.53,0.0435
3126,cherry,raw,0.51,0.3649,131,28,31,1.2,98.94,0.0447
3127,cherry,raw,0.4907,0.3782,129,25,35,2.19,97.89,0.0409
3128,cherry,raw,0.5041,0.3697,131,31,36,-1.08,94.0,0.0496
3129,cherry,raw,0.5012,0.3657,135,26,29,-0.3,92.66,0.049
3130,cherry,raw,0.4921,0.3685,123,32,38,1.24,98.85,0.0475
3131,cherry,raw,0.4966,0.3737,130,20,29,0.77,96.57,0.04
